technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc,physiographic_region_area,physiographic_region_perimeter,physiographic_region_physiodd_,physiographic_region_physiodd_i,physiographic_region_fcode,physiographic_region_fencode,physiographic_region_division,physiographic_region_province,physiographic_region_section,physiographic_region_provcode,num_seen_cells,cell_tower_distance
4G_LTE,-120,2147483647,-120,-14,-97,2147483647,20,850,325,66,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724447094236,27776.170354508,2024-08-23 17:04:54.236000,-90.5309644,35.1244725,30.7025792223757,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,5.0,
4G_LTE,-123,2147483647,-123,-15,-97,2147483647,17,66661,325,66,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724447094236,27776.170354508,2024-08-23 17:04:54.236000,-90.5309644,35.1244725,30.7025792223757,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,5.0,
4G_LTE,-118,2147483647,-118,-12,-85,2147483647,22,67086,171,66,65063356,24589,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724447094236,27776.170354508,2024-08-23 17:04:54.236000,-90.5309644,35.1244725,30.7025792223757,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,5.0,
4G_LTE,-118,2147483647,-118,-12,-95,2147483647,22,66661,171,66,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724447094236,27776.170354508,2024-08-23 17:04:54.236000,-90.5309644,35.1244725,30.7025792223757,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,5.0,
4G_LTE,-127,2147483647,-127,-18,-97,2147483647,13,67086,219,66,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724447094236,27776.170354508,2024-08-23 17:04:54.236000,-90.5309644,35.1244725,30.7025792223757,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,5.0,
4G_LTE,-126,2147483647,-126,-17,-99,2147483647,14,67086,325,66,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724447094236,27776.170354508,2024-08-23 17:04:54.236000,-90.5309644,35.1244725,30.7025792223757,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,5.0,
4G_LTE,-126,2147483647,-126,-19,-97,2147483647,14,66661,58,66,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724447094236,27776.170354508,2024-08-23 17:04:54.236000,-90.5309644,35.1244725,30.7025792223757,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,5.0,
4G_LTE,-123,2147483647,-123,-19,-95,2147483647,17,850,402,67,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724447095240,27777.173881696,2024-08-23 17:04:55.240000,-90.52902820934668,35.12519200052456,30.378858311504224,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,8.0,
4G_LTE,-125,2147483647,-125,-17,-95,2147483647,15,850,321,67,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724447095240,27777.173881696,2024-08-23 17:04:55.240000,-90.52902820934668,35.12519200052456,30.378858311504224,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,8.0,
4G_LTE,-123,2147483647,-123,-17,-97,2147483647,17,850,387,67,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724447095240,27777.173881696,2024-08-23 17:04:55.240000,-90.52902820934668,35.12519200052456,30.378858311504224,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,8.0,
4G_LTE,-118,2147483647,-118,-12,-97,2147483647,22,850,171,67,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,1,1724447095240,27777.173881696,2024-08-23 17:04:55.240000,-90.52902820934668,35.12519200052456,30.378858311504224,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,8.0,
4G_LTE,-123,2147483647,-123,-17,-95,2147483647,17,850,325,67,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724447095240,27777.173881696,2024-08-23 17:04:55.240000,-90.52902820934668,35.12519200052456,30.378858311504224,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,8.0,
4G_LTE,-129,2147483647,-129,-20,-99,2147483647,11,9820,502,67,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724447095240,27777.173881696,2024-08-23 17:04:55.240000,-90.52902820934668,35.12519200052456,30.378858311504224,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,8.0,
4G_LTE,-124,2147483647,-124,-17,-97,2147483647,16,66661,81,67,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724447095240,27777.173881696,2024-08-23 17:04:55.240000,-90.52902820934668,35.12519200052456,30.378858311504224,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,8.0,
4G_LTE,-125,2147483647,-125,-16,-97,2147483647,15,66661,325,67,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724447095240,27777.173881696,2024-08-23 17:04:55.240000,-90.52902820934668,35.12519200052456,30.378858311504224,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,8.0,
4G_LTE,-119,2147483647,-119,-11,-99,2147483647,21,66661,171,67,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,1,1724447095240,27777.173881696,2024-08-23 17:04:55.240000,-90.52902820934668,35.12519200052456,30.378858311504224,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,8.0,
4G_LTE,-127,2147483647,-127,-18,-97,2147483647,13,67086,219,67,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724447095240,27777.173881696,2024-08-23 17:04:55.240000,-90.52902820934668,35.12519200052456,30.378858311504224,51239601003035,AR,5123960100,605165474,51239601003035,58923,5123,St. Francis County,,6,12.831,37.954,294.0,315.0,35.0,3e,atlantic_plain,coastal_plain,mississippi_alluvial_plain,3.0,8.0,
