technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude
4G_LTE,-88,2147483647,-88,-13,-55,2147483647,52,67086,315,4,203059762,27651,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724341100687,7642.330770522,2024-08-22 11:38:20.687000,-100.2303697,34.4355684,557.621772319334
4G_LTE,-87,2147483647,-87,-11,-67,2147483647,53,1100,296,4,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724341100687,7642.330770522,2024-08-22 11:38:20.687000,-100.2303697,34.4355684,557.621772319334
4G_LTE,-98,2147483647,-98,-15,-75,2147483647,42,5330,496,4,2147483647,2147483647,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724341101702,7643.344393803,2024-08-22 11:38:21.702000,-100.23036966651084,34.43556860093489,557.6113697573952
4G_LTE,-92,2147483647,-92,-9,-75,2147483647,48,5330,45,4,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724341101702,7643.344393803,2024-08-22 11:38:21.702000,-100.23036966651084,34.43556860093489,557.6113697573952
4G_LTE,-85,2147483647,-85,-11,-63,2147483647,55,66611,270,4,2147483647,2147483647,4,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724341101702,7643.344393803,2024-08-22 11:38:21.702000,-100.23036966651084,34.43556860093489,557.6113697573952
4G_LTE,-87,2147483647,-87,-15,-61,2147483647,53,1100,296,4,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724341101702,7643.344393803,2024-08-22 11:38:21.702000,-100.23036966651084,34.43556860093489,557.6113697573952
4G_LTE,-99,2147483647,-99,-18,-71,2147483647,41,67086,391,4,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724341101702,7643.344393803,2024-08-22 11:38:21.702000,-100.23036966651084,34.43556860093489,557.6113697573952
4G_LTE,-99,2147483647,-99,-17,-71,2147483647,41,67086,293,4,2147483647,2147483647,2,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724341101702,7643.344393803,2024-08-22 11:38:21.702000,-100.23036966651084,34.43556860093489,557.6113697573952
4G_LTE,-88,2147483647,-88,-12,-57,2147483647,52,67086,315,4,203059762,27651,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724341101702,7643.344393803,2024-08-22 11:38:21.702000,-100.23036966651084,34.43556860093489,557.6113697573952
4G_LTE,-88,2147483647,-88,-12,-57,2147483647,52,67086,315,4,203059762,27651,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1724341101702,7643.344393803,2024-08-22 11:38:21.702000,-100.23036966651084,34.43556860093489,557.6113697573952
