technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude
4G_LTE,-113,2147483647,-113,-11,-79,2147483647,27,1100,385,15,120545545,33025,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724255964064,12502.668676897,2024-08-21 11:59:24.064000,-106.1919642,35.0621115,1993.03778259309
4G_LTE,-122,2147483647,-122,-17,-91,2147483647,18,1100,44,15,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724255964064,12502.668676897,2024-08-21 11:59:24.064000,-106.1919642,35.0621115,1993.03778259309
4G_LTE,-120,2147483647,-120,-20,-91,2147483647,20,1100,59,15,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724255964064,12502.668676897,2024-08-21 11:59:24.064000,-106.1919642,35.0621115,1993.03778259309
4G_LTE,-112,2147483647,-112,-11,-79,2147483647,28,1100,385,15,120545545,33025,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724255965063,12503.667966376,2024-08-21 11:59:25.063000,-106.1919642,35.0621115,1993.03778259309
4G_LTE,-120,2147483647,-120,-19,-89,2147483647,20,1100,44,15,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724255965063,12503.667966376,2024-08-21 11:59:25.063000,-106.1919642,35.0621115,1993.03778259309
4G_LTE,-120,2147483647,-120,-20,-89,2147483647,20,1100,59,15,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724255965063,12503.667966376,2024-08-21 11:59:25.063000,-106.1919642,35.0621115,1993.03778259309
4G_LTE,-112,2147483647,-112,-11,-79,2147483647,28,1100,385,15,120545545,33025,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724255966065,12504.669547834,2024-08-21 11:59:26.065000,-106.19196459363184,35.06211022069652,1993.03778259309
4G_LTE,-120,2147483647,-120,-19,-89,2147483647,20,1100,44,15,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724255966065,12504.669547834,2024-08-21 11:59:26.065000,-106.19196459363184,35.06211022069652,1993.03778259309
4G_LTE,-120,2147483647,-120,-20,-89,2147483647,20,1100,59,15,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724255966065,12504.669547834,2024-08-21 11:59:26.065000,-106.19196459363184,35.06211022069652,1993.03778259309
4G_LTE,-120,2147483647,-120,-17,-89,2147483647,20,1100,59,15,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724255967062,12505.667301531,2024-08-21 11:59:27.062000,-106.1919646,35.0621102,1993.03778259309
4G_LTE,-112,2147483647,-112,-12,-81,2147483647,28,1100,385,15,120545545,33025,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724255967062,12505.667301531,2024-08-21 11:59:27.062000,-106.1919646,35.0621102,1993.03778259309
4G_LTE,-120,2147483647,-120,-17,-89,2147483647,20,1100,59,15,2147483647,2147483647,0,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724255968064,12506.668999083,2024-08-21 11:59:28.064000,-106.1919646,35.0621102,1993.03778259309
4G_LTE,-112,2147483647,-112,-12,-81,2147483647,28,1100,385,15,120545545,33025,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",310,410,1,1724255968064,12506.668999083,2024-08-21 11:59:28.064000,-106.1919646,35.0621102,1993.03778259309
