technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude
4G_LTE,-99,2147483647,-99,-17,-71,2147483647,41,1000,64,23,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724433803094,14485.027202183,2024-08-23 13:23:23.094000,-93.7050837,33.6375874,53.2698079539611
4G_LTE,-110,2147483647,-110,-13,-77,2147483647,30,5110,235,24,64380431,24583,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724433804097,14486.030393589,2024-08-23 13:23:24.097000,-93.7050837,33.6375874,53.2698079539611
4G_LTE,-106,2147483647,-106,-15,-79,2147483647,34,5110,6,24,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724433804097,14486.030393589,2024-08-23 13:23:24.097000,-93.7050837,33.6375874,53.2698079539611
4G_LTE,-103,2147483647,-103,-13,-79,2147483647,37,5110,445,24,2147483647,2147483647,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724433804097,14486.030393589,2024-08-23 13:23:24.097000,-93.7050837,33.6375874,53.2698079539611
4G_LTE,-108,2147483647,-108,-20,-59,2147483647,32,1000,64,24,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724433804097,14486.030393589,2024-08-23 13:23:24.097000,-93.7050837,33.6375874,53.2698079539611
4G_LTE,-92,2147483647,-92,-10,-71,2147483647,48,1000,445,24,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724433804097,14486.030393589,2024-08-23 13:23:24.097000,-93.7050837,33.6375874,53.2698079539611
4G_LTE,-99,2147483647,-99,-16,-71,2147483647,41,1000,6,24,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724433804097,14486.030393589,2024-08-23 13:23:24.097000,-93.7050837,33.6375874,53.2698079539611
4G_LTE,-99,2147483647,-99,-16,-71,2147483647,41,1000,6,24,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724433805096,14487.029856817,2024-08-23 13:23:25.096000,-93.70325766757144,33.63823389028571,52.02410449976101
4G_LTE,-92,2147483647,-92,-10,-71,2147483647,48,1000,445,24,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724433805096,14487.029856817,2024-08-23 13:23:25.096000,-93.70325766757144,33.63823389028571,52.02410449976101
4G_LTE,-110,2147483647,-110,-13,-77,2147483647,30,5110,235,24,64380431,24583,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724433805096,14487.029856817,2024-08-23 13:23:25.096000,-93.70325766757144,33.63823389028571,52.02410449976101
4G_LTE,-103,2147483647,-103,-13,-79,2147483647,37,5110,445,24,2147483647,2147483647,2,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724433805096,14487.029856817,2024-08-23 13:23:25.096000,-93.70325766757144,33.63823389028571,52.02410449976101
