technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,interp_latitude,interp_longitude,interp_altitude
4G_LTE,-118,2147483647,-118,-12,-97,2147483647,22,5330,147,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951167550,2.014829113,2024-08-17 23:19:27.550000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-108,2147483647,-108,-10,-89,2147483647,32,5035,87,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951167550,2.014829113,2024-08-17 23:19:27.550000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-118,2147483647,-118,-19,-89,2147483647,22,5035,129,2147483647,2147483647,2147483647,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951167550,2.014829113,2024-08-17 23:19:27.550000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-116,2147483647,-116,-17,-89,2147483647,24,5035,231,2147483647,2147483647,2147483647,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951167550,2.014829113,2024-08-17 23:19:27.550000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-121,2147483647,-121,-20,-89,2147483647,19,5035,191,2147483647,2147483647,2147483647,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951167550,2.014829113,2024-08-17 23:19:27.550000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-133,2147483647,-133,-20,-103,2147483647,7,9820,192,2147483647,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1723951167550,2.014829113,2024-08-17 23:19:27.550000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-12,-85,2147483647,25,66986,102,2147483647,169470393,35653,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1723951168562,3.026580728,2024-08-17 23:19:28.562000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-118,2147483647,-118,-17,-93,2147483647,22,5330,471,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951168562,3.026580728,2024-08-17 23:19:28.562000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-121,2147483647,-121,-19,-93,2147483647,19,5330,147,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951168562,3.026580728,2024-08-17 23:19:28.562000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-106,2147483647,-106,-10,-87,2147483647,34,5035,87,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951168562,3.026580728,2024-08-17 23:19:28.562000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-19,-87,2147483647,25,5035,231,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951168562,3.026580728,2024-08-17 23:19:28.562000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-112,2147483647,-112,-16,-87,2147483647,28,5035,129,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951168562,3.026580728,2024-08-17 23:19:28.562000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-117,2147483647,-117,-20,-87,2147483647,23,5035,191,2147483647,2147483647,2147483647,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951168562,3.026580728,2024-08-17 23:19:28.562000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-130,2147483647,-130,-17,-103,2147483647,10,9820,192,2147483647,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1723951168562,3.026580728,2024-08-17 23:19:28.562000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-12,-85,2147483647,25,66986,102,2147483647,169470393,35653,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1723951169571,4.034808227,2024-08-17 23:19:29.571000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-118,2147483647,-118,-17,-93,2147483647,22,5330,471,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951169571,4.034808227,2024-08-17 23:19:29.571000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-121,2147483647,-121,-19,-93,2147483647,19,5330,147,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951169571,4.034808227,2024-08-17 23:19:29.571000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-106,2147483647,-106,-10,-87,2147483647,34,5035,87,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951169571,4.034808227,2024-08-17 23:19:29.571000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-19,-87,2147483647,25,5035,231,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951169571,4.034808227,2024-08-17 23:19:29.571000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-112,2147483647,-112,-16,-87,2147483647,28,5035,129,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951169571,4.034808227,2024-08-17 23:19:29.571000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-117,2147483647,-117,-20,-87,2147483647,23,5035,191,2147483647,2147483647,2147483647,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951169571,4.034808227,2024-08-17 23:19:29.571000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-130,2147483647,-130,-17,-103,2147483647,10,9820,192,2147483647,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1723951169571,4.034808227,2024-08-17 23:19:29.571000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-12,-85,2147483647,25,66986,102,2147483647,169470393,35653,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1723951170574,5.038361039,2024-08-17 23:19:30.574000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-118,2147483647,-118,-17,-93,2147483647,22,5330,471,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951170574,5.038361039,2024-08-17 23:19:30.574000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-121,2147483647,-121,-19,-93,2147483647,19,5330,147,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951170574,5.038361039,2024-08-17 23:19:30.574000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-106,2147483647,-106,-10,-87,2147483647,34,5035,87,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951170574,5.038361039,2024-08-17 23:19:30.574000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-19,-87,2147483647,25,5035,231,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951170574,5.038361039,2024-08-17 23:19:30.574000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-112,2147483647,-112,-16,-87,2147483647,28,5035,129,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951170574,5.038361039,2024-08-17 23:19:30.574000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-117,2147483647,-117,-20,-87,2147483647,23,5035,191,2147483647,2147483647,2147483647,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951170574,5.038361039,2024-08-17 23:19:30.574000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-130,2147483647,-130,-17,-103,2147483647,10,9820,192,2147483647,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1723951170574,5.038361039,2024-08-17 23:19:30.574000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-12,-85,2147483647,25,66986,102,2147483647,169470393,35653,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1723951171576,6.040803695,2024-08-17 23:19:31.576000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-118,2147483647,-118,-17,-93,2147483647,22,5330,471,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951171576,6.040803695,2024-08-17 23:19:31.576000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-121,2147483647,-121,-19,-93,2147483647,19,5330,147,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951171576,6.040803695,2024-08-17 23:19:31.576000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-106,2147483647,-106,-10,-87,2147483647,34,5035,87,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951171576,6.040803695,2024-08-17 23:19:31.576000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-19,-87,2147483647,25,5035,231,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951171576,6.040803695,2024-08-17 23:19:31.576000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-112,2147483647,-112,-16,-87,2147483647,28,5035,129,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951171576,6.040803695,2024-08-17 23:19:31.576000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-117,2147483647,-117,-20,-87,2147483647,23,5035,191,2147483647,2147483647,2147483647,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951171576,6.040803695,2024-08-17 23:19:31.576000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-130,2147483647,-130,-17,-103,2147483647,10,9820,192,2147483647,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1723951171576,6.040803695,2024-08-17 23:19:31.576000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-12,-85,2147483647,25,66986,102,2147483647,169470393,35653,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1723951172578,7.041408278,2024-08-17 23:19:32.578000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-118,2147483647,-118,-17,-93,2147483647,22,5330,471,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951172578,7.041408278,2024-08-17 23:19:32.578000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-121,2147483647,-121,-19,-93,2147483647,19,5330,147,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951172578,7.041408278,2024-08-17 23:19:32.578000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-106,2147483647,-106,-10,-87,2147483647,34,5035,87,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951172578,7.041408278,2024-08-17 23:19:32.578000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-19,-87,2147483647,25,5035,231,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951172578,7.041408278,2024-08-17 23:19:32.578000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-112,2147483647,-112,-16,-87,2147483647,28,5035,129,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951172578,7.041408278,2024-08-17 23:19:32.578000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-117,2147483647,-117,-20,-87,2147483647,23,5035,191,2147483647,2147483647,2147483647,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951172578,7.041408278,2024-08-17 23:19:32.578000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-130,2147483647,-130,-17,-103,2147483647,10,9820,192,2147483647,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1723951172578,7.041408278,2024-08-17 23:19:32.578000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-12,-85,2147483647,25,66986,102,2147483647,169470393,35653,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1723951173577,8.040260101,2024-08-17 23:19:33.577000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-118,2147483647,-118,-17,-93,2147483647,22,5330,471,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951173577,8.040260101,2024-08-17 23:19:33.577000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-121,2147483647,-121,-19,-93,2147483647,19,5330,147,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951173577,8.040260101,2024-08-17 23:19:33.577000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-106,2147483647,-106,-10,-87,2147483647,34,5035,87,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951173577,8.040260101,2024-08-17 23:19:33.577000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-19,-87,2147483647,25,5035,231,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951173577,8.040260101,2024-08-17 23:19:33.577000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-112,2147483647,-112,-16,-87,2147483647,28,5035,129,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951173577,8.040260101,2024-08-17 23:19:33.577000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-117,2147483647,-117,-20,-87,2147483647,23,5035,191,2147483647,2147483647,2147483647,0,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951173577,8.040260101,2024-08-17 23:19:33.577000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-130,2147483647,-130,-17,-103,2147483647,10,9820,192,2147483647,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1723951173577,8.040260101,2024-08-17 23:19:33.577000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-115,2147483647,-115,-12,-85,2147483647,25,66986,102,2147483647,169470393,35653,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",310,410,1,1723951174576,9.04033109,2024-08-17 23:19:34.576000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-118,2147483647,-118,-17,-93,2147483647,22,5330,471,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951174576,9.04033109,2024-08-17 23:19:34.576000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-121,2147483647,-121,-19,-93,2147483647,19,5330,147,2147483647,2147483647,2147483647,0,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1723951174576,9.04033109,2024-08-17 23:19:34.576000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
4G_LTE,-106,2147483647,-106,-10,-87,2147483647,34,5035,87,2147483647,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1723951174576,9.04033109,2024-08-17 23:19:34.576000,-121.9479542,37.3931425,-23.600000381469727,37.3931425,-121.9479542,-23.600000381469727
