technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc
4G_LTE,-84,2147483647,-84,-13,-61,2147483647,56,1000,273,5,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-89,2147483647,-89,-17,-63,2147483647,51,67086,249,5,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-81,2147483647,-81,-17,-53,2147483647,59,67086,184,5,2147483647,2147483647,4,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-88,2147483647,-88,-16,-61,2147483647,52,1000,13,5,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-83,2147483647,-83,-17,-53,2147483647,57,67086,383,5,2147483647,2147483647,4,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-89,2147483647,-89,-17,-63,2147483647,51,67086,249,5,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-92,2147483647,-92,-17,-65,2147483647,48,5330,32,5,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-90,2147483647,-90,-14,-65,2147483647,50,5330,30,5,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-100,2147483647,-100,-19,-71,2147483647,40,9820,152,5,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-111,2147483647,-111,-20,-79,2147483647,29,9820,205,5,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-105,2147483647,-105,-20,-69,2147483647,35,9820,22,5,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-97,2147483647,-97,-20,-65,2147483647,43,5330,9,5,2147483647,2147483647,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-94,2147483647,-94,-11,-59,2147483647,46,9820,189,5,133907351,27192,3,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",310,410,1,1724419673867,355.800930958,2024-08-23 09:27:53.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-97,2147483647,-97,-20,-65,2147483647,43,5330,9,5,2147483647,2147483647,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697089245458,32.8677452927393,171.23299280207945,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-92,2147483647,-92,-17,-65,2147483647,48,5330,32,5,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-84,2147483647,-84,-13,-61,2147483647,56,1000,273,5,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-100,2147483647,-100,-19,-71,2147483647,40,9820,152,5,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-111,2147483647,-111,-20,-79,2147483647,29,9820,205,5,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-105,2147483647,-105,-20,-69,2147483647,35,9820,22,5,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-94,2147483647,-94,-11,-59,2147483647,46,9820,189,5,133907351,27192,3,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",310,410,1,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-83,2147483647,-83,-17,-53,2147483647,57,67086,383,5,2147483647,2147483647,4,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-90,2147483647,-90,-14,-65,2147483647,50,5330,30,5,2147483647,2147483647,3,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-81,2147483647,-81,-17,-53,2147483647,59,67086,184,5,2147483647,2147483647,4,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-111,2147483647,-111,-20,-79,2147483647,29,9820,205,5,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-84,2147483647,-84,-13,-61,2147483647,56,1000,273,5,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-91,2147483647,-91,-20,-61,2147483647,49,1000,332,5,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-88,2147483647,-88,-16,-61,2147483647,52,1000,13,5,2147483647,2147483647,3,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-89,2147483647,-89,-17,-63,2147483647,51,67086,249,5,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-89,2147483647,-89,-17,-63,2147483647,51,67086,249,5,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-81,2147483647,-81,-17,-53,2147483647,59,67086,184,5,2147483647,2147483647,4,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-97,2147483647,-97,-20,-65,2147483647,43,5330,9,5,2147483647,2147483647,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
4G_LTE,-83,2147483647,-83,-17,-53,2147483647,57,67086,383,5,2147483647,2147483647,4,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724419674867,356.801605645,2024-08-23 09:27:54.867000,-96.7697101,32.8677012,171.049702995107,481130078222020,TX,48113007822,1535099,481130078222020,215301,48113,Dallas County,3261.32,4
