technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name
4G_LTE,-103,2147483647,-103,-19,-75,2147483647,37,9820,259,4,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-103,2147483647,-103,-18,-75,2147483647,37,9820,366,4,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-96,2147483647,-96,-11,-75,2147483647,44,9820,11,4,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-83,2147483647,-83,-19,-53,2147483647,57,1000,373,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-83,2147483647,-83,-17,-57,2147483647,57,1000,497,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-85,2147483647,-85,-14,-57,2147483647,55,5110,399,4,2147483647,2147483647,4,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-73,2147483647,-73,-8,-51,2147483647,67,5110,200,4,133393937,27203,4,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-85,2147483647,-85,-14,-57,2147483647,55,5110,399,4,2147483647,2147483647,4,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-79,2147483647,-79,-13,-57,2147483647,61,1000,365,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-83,2147483647,-83,-19,-53,2147483647,57,1000,373,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-96,2147483647,-96,-11,-75,2147483647,44,9820,11,4,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-103,2147483647,-103,-18,-75,2147483647,37,9820,366,4,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-103,2147483647,-103,-19,-75,2147483647,37,9820,259,4,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-82,2147483647,-82,-12,-57,2147483647,58,67086,437,4,2147483647,2147483647,4,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-90,2147483647,-90,-18,-61,2147483647,50,67086,433,4,2147483647,2147483647,3,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-83,2147483647,-83,-20,-57,2147483647,57,1000,14,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-84,2147483647,-84,-17,-57,2147483647,56,1000,312,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-79,2147483647,-79,-13,-57,2147483647,61,1000,365,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-84,2147483647,-84,-17,-57,2147483647,56,1000,312,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-83,2147483647,-83,-20,-57,2147483647,57,1000,14,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361001741,27543.383455482,2024-08-22 17:10:01.741000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-85,2147483647,-85,-14,-57,2147483647,55,5110,399,4,2147483647,2147483647,4,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761026231937,32.923881994665315,130.70963495460916,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-84,2147483647,-84,-17,-57,2147483647,56,1000,312,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-103,2147483647,-103,-19,-75,2147483647,37,9820,259,4,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-103,2147483647,-103,-18,-75,2147483647,37,9820,366,4,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-96,2147483647,-96,-11,-75,2147483647,44,9820,11,4,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-83,2147483647,-83,-19,-53,2147483647,57,1000,373,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-83,2147483647,-83,-17,-57,2147483647,57,1000,497,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-83,2147483647,-83,-20,-57,2147483647,57,1000,14,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-84,2147483647,-84,-17,-57,2147483647,56,1000,312,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-79,2147483647,-79,-13,-57,2147483647,61,1000,365,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-82,2147483647,-82,-12,-57,2147483647,58,67086,437,4,2147483647,2147483647,4,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-73,2147483647,-73,-8,-51,2147483647,67,5110,200,4,133393937,27203,4,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-83,2147483647,-83,-20,-57,2147483647,57,1000,14,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-83,2147483647,-83,-17,-57,2147483647,57,1000,497,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-83,2147483647,-83,-19,-53,2147483647,57,1000,373,4,2147483647,2147483647,4,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
4G_LTE,-96,2147483647,-96,-11,-75,2147483647,44,9820,11,4,2147483647,2147483647,2,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724361002740,27544.382607461,2024-08-22 17:10:02.740000,-96.7761596,32.9238833,130.737413676709,481130132021002,TX,48113013202,2919979,481130132021002,47162,48113,Dallas County
