technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name
4G_LTE,-109,2147483647,-109,-9,-89,2147483647,31,66486,214,46,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724349195385,15737.028399986,2024-08-22 13:53:15.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-124,2147483647,-124,-20,-93,2147483647,16,9820,228,46,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349195385,15737.028399986,2024-08-22 13:53:15.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-120,2147483647,-120,-17,-91,2147483647,20,9820,66,46,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349195385,15737.028399986,2024-08-22 13:53:15.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-119,2147483647,-119,-18,-89,2147483647,21,66486,45,46,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724349195385,15737.028399986,2024-08-22 13:53:15.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-109,2147483647,-109,-12,-81,2147483647,31,5110,490,46,133673744,28170,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.79529758369576,33.48246048348731,271.0214903450397,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-115,2147483647,-115,-18,-87,2147483647,25,5110,279,46,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-106,2147483647,-106,-11,-85,2147483647,34,1100,349,46,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-114,2147483647,-114,-13,-91,2147483647,26,9820,31,46,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-120,2147483647,-120,-17,-91,2147483647,20,9820,66,46,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-112,2147483647,-112,-12,-85,2147483647,28,1100,65,46,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-119,2147483647,-119,-18,-89,2147483647,21,66486,45,46,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-109,2147483647,-109,-9,-89,2147483647,31,66486,214,46,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-124,2147483647,-124,-20,-93,2147483647,16,9820,228,46,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-112,2147483647,-112,-10,-93,2147483647,28,9820,377,46,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-112,2147483647,-112,-10,-93,2147483647,28,9820,377,46,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-114,2147483647,-114,-13,-91,2147483647,26,9820,31,46,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-120,2147483647,-120,-17,-91,2147483647,20,9820,66,46,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-106,2147483647,-106,-11,-85,2147483647,34,1100,349,46,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-115,2147483647,-115,-18,-87,2147483647,25,5110,279,46,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-109,2147483647,-109,-12,-81,2147483647,31,5110,490,46,133673744,28170,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-119,2147483647,-119,-18,-89,2147483647,21,66486,45,46,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-109,2147483647,-109,-9,-89,2147483647,31,66486,214,46,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-124,2147483647,-124,-20,-93,2147483647,16,9820,228,46,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-112,2147483647,-112,-12,-85,2147483647,28,1100,65,46,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724349196386,15738.028418163,2024-08-22 13:53:16.386000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-108,2147483647,-108,-11,-77,2147483647,32,5110,490,46,133673744,28170,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7952727710984,33.48242643276969,271.07127196846693,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-114,2147483647,-114,-17,-85,2147483647,26,5110,279,46,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-115,2147483647,-115,-17,-87,2147483647,25,5110,397,46,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-105,2147483647,-105,-10,-83,2147483647,35,1100,349,46,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-110,2147483647,-110,-12,-87,2147483647,30,1100,65,46,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-112,2147483647,-112,-15,-89,2147483647,28,9820,31,46,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-108,2147483647,-108,-9,-89,2147483647,32,66486,214,46,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-113,2147483647,-113,-18,-83,2147483647,27,9820,66,46,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-108,2147483647,-108,-11,-77,2147483647,32,5110,490,46,133673744,28170,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-114,2147483647,-114,-17,-85,2147483647,26,5110,279,46,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-115,2147483647,-115,-17,-87,2147483647,25,5110,397,46,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-105,2147483647,-105,-10,-83,2147483647,35,1100,349,46,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-110,2147483647,-110,-12,-87,2147483647,30,1100,65,46,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-112,2147483647,-112,-15,-89,2147483647,28,9820,31,46,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-110,2147483647,-110,-10,-91,2147483647,30,9820,377,46,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-113,2147483647,-113,-18,-83,2147483647,27,9820,66,46,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-108,2147483647,-108,-9,-89,2147483647,32,66486,214,46,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-116,2147483647,-116,-16,-89,2147483647,24,66486,45,46,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-116,2147483647,-116,-16,-89,2147483647,24,66486,45,46,2147483647,2147483647,0,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-110,2147483647,-110,-10,-91,2147483647,30,9820,377,46,2147483647,2147483647,1,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724349197385,15739.028428371,2024-08-22 13:53:17.385000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-108,2147483647,-108,-11,-77,2147483647,32,5110,490,46,133673744,28170,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",310,410,1,1724349198392,15740.035324256,2024-08-22 13:53:18.392000,-97.79523602232202,33.48237600184584,271.1450012005108,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-114,2147483647,-114,-17,-85,2147483647,26,5110,279,46,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724349198392,15740.035324256,2024-08-22 13:53:18.392000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-115,2147483647,-115,-17,-87,2147483647,25,5110,397,46,2147483647,2147483647,1,2147483647,[12],[FDD],"Band Number = 12, Uplink = 698.0 - 716.0 MHz, Downlink = 699.0 - 716.0 MHz ",Unavailable,Unavailable,0,1724349198392,15740.035324256,2024-08-22 13:53:18.392000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-110,2147483647,-110,-12,-87,2147483647,30,1100,65,46,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724349198392,15740.035324256,2024-08-22 13:53:18.392000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
4G_LTE,-105,2147483647,-105,-10,-83,2147483647,35,1100,349,46,2147483647,2147483647,2,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724349198392,15740.035324256,2024-08-22 13:53:18.392000,-97.7954488,33.482668,270.718104407445,483379504023032,TX,48337950402,331827003,483379504023032,75931,48337,Montague County
