technology,dbm,rssnr,rsrp,rsrq,rssi,cqi,asu,earfcn,pci,ta,ci,tac,level,bandwidth,bands,modes,bands_description,mcc,mnc,is_connected,phone_abs_time,rel_time,time_readable,longitude,latitude,altitude,geo_id_cg_api,state_abrv,census_tract_geoid,census_tract_arealand,census_block_geoid,census_block_arealand,county_geoid,county_name,population_density,rucc,physiographic_region_area,physiographic_region_perimeter,physiographic_region_physiodd_,physiographic_region_physiodd_i,physiographic_region_fcode,physiographic_region_fencode,physiographic_region_division,physiographic_region_province,physiographic_region_section,physiographic_region_provcode,elevation,distance_to_next_point_meters
4G_LTE,-107,2147483647,-107,-18,-79,2147483647,33,67086,8,12,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354330357,20872.000051725,2024-08-22 15:18:50.357000,-97.28348801164124,33.02173505291031,159.50587366957365,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0429229736328,0.0
4G_LTE,-110,2147483647,-110,-16,-81,2147483647,30,5330,48,12,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724354330357,20872.000051725,2024-08-22 15:18:50.357000,-97.28348801164124,33.02173505291031,159.50587366957365,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0429229736328,0.0
4G_LTE,-109,2147483647,-109,-17,-83,2147483647,31,5330,211,12,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724354330357,20872.000051725,2024-08-22 15:18:50.357000,-97.28348801164124,33.02173505291031,159.50587366957365,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0429229736328,0.0
4G_LTE,-103,2147483647,-103,-15,-71,2147483647,37,5330,76,12,133189336,27173,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",310,410,1,1724354330357,20872.000051725,2024-08-22 15:18:50.357000,-97.28348801164124,33.02173505291031,159.50587366957365,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0429229736328,0.0
4G_LTE,-110,2147483647,-110,-17,-85,2147483647,30,1000,326,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354330357,20872.000051725,2024-08-22 15:18:50.357000,-97.28348801164124,33.02173505291031,159.50587366957365,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0429229736328,0.0
4G_LTE,-112,2147483647,-112,-19,-85,2147483647,28,1000,3,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354330357,20872.000051725,2024-08-22 15:18:50.357000,-97.28348801164124,33.02173505291031,159.50587366957365,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0429229736328,0.0
4G_LTE,-103,2147483647,-103,-15,-71,2147483647,37,5330,76,12,133189336,27173,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",310,410,1,1724354330357,20872.000051725,2024-08-22 15:18:50.357000,-97.28348801164124,33.02173505291031,159.50587366957365,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0429229736328,0.018585172133653127
4G_LTE,-109,2147483647,-109,-17,-83,2147483647,31,5330,211,12,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-112,2147483647,-112,-19,-85,2147483647,28,1000,3,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-123,2147483647,-123,-17,-95,2147483647,17,9820,333,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-107,2147483647,-107,-18,-79,2147483647,33,67086,8,12,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-110,2147483647,-110,-16,-81,2147483647,30,5330,48,12,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-103,2147483647,-103,-15,-71,2147483647,37,5330,76,12,133189336,27173,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",310,410,1,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-110,2147483647,-110,-17,-85,2147483647,30,1000,326,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-109,2147483647,-109,-17,-83,2147483647,31,5330,211,12,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-110,2147483647,-110,-16,-81,2147483647,30,5330,48,12,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-103,2147483647,-103,-15,-71,2147483647,37,5330,76,12,133189336,27173,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",310,410,1,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-112,2147483647,-112,-19,-85,2147483647,28,1000,3,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-107,2147483647,-107,-18,-79,2147483647,33,67086,8,12,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-110,2147483647,-110,-17,-85,2147483647,30,1000,326,12,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0
4G_LTE,-123,2147483647,-123,-17,-95,2147483647,17,9820,333,12,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354331358,20873.000567819,2024-08-22 15:18:51.358000,-97.28348782061067,33.02173500515267,159.42909637197425,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433502197266,0.0020051915876147172
4G_LTE,-111,2147483647,-111,-16,-85,2147483647,29,1000,472,13,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354332360,20874.003169954,2024-08-22 15:18:52.360000,-97.2834878,33.021735,159.420812707498,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433959960938,0.0
4G_LTE,-113,2147483647,-113,-19,-85,2147483647,27,1000,326,13,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354332360,20874.003169954,2024-08-22 15:18:52.360000,-97.2834878,33.021735,159.420812707498,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433959960938,0.0
4G_LTE,-114,2147483647,-114,-19,-85,2147483647,26,1000,3,13,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354332360,20874.003169954,2024-08-22 15:18:52.360000,-97.2834878,33.021735,159.420812707498,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433959960938,0.0
4G_LTE,-124,2147483647,-124,-18,-97,2147483647,16,9820,333,13,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354332360,20874.003169954,2024-08-22 15:18:52.360000,-97.2834878,33.021735,159.420812707498,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433959960938,0.0
4G_LTE,-107,2147483647,-107,-13,-81,2147483647,33,5330,211,13,2147483647,2147483647,1,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",Unavailable,Unavailable,0,1724354332360,20874.003169954,2024-08-22 15:18:52.360000,-97.2834878,33.021735,159.420812707498,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433959960938,0.0
4G_LTE,-103,2147483647,-103,-15,-69,2147483647,37,5330,76,13,133189336,27173,2,2147483647,[14],[FDD],"Band Number = 14, Uplink = 788.0 - 798.0 MHz, Downlink = 788.0 - 798.0 MHz ",310,410,1,1724354332360,20874.003169954,2024-08-22 15:18:52.360000,-97.2834878,33.021735,159.420812707498,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433959960938,0.0
4G_LTE,-107,2147483647,-107,-18,-79,2147483647,33,67086,8,13,2147483647,2147483647,1,2147483647,[66],[FDD],"Band Number = 66, Uplink = 1710.0 - 1780.0 MHz, Downlink = 1710.0 - 1780.0 MHz ",Unavailable,Unavailable,0,1724354332360,20874.003169954,2024-08-22 15:18:52.360000,-97.2834878,33.021735,159.420812707498,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433959960938,0.0
4G_LTE,-124,2147483647,-124,-18,-97,2147483647,16,9820,333,13,2147483647,2147483647,0,2147483647,[30],[FDD],"Band Number = 30, Uplink = 2305.0 - 2315.0 MHz, Downlink = 2305.0 - 2315.0 MHz ",Unavailable,Unavailable,0,1724354332360,20874.003169954,2024-08-22 15:18:52.360000,-97.2834878,33.021735,159.420812707498,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433959960938,0.0
4G_LTE,-114,2147483647,-114,-19,-85,2147483647,26,1000,3,13,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354332360,20874.003169954,2024-08-22 15:18:52.360000,-97.2834878,33.021735,159.420812707498,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433959960938,0.0
4G_LTE,-113,2147483647,-113,-19,-85,2147483647,27,1000,326,13,2147483647,2147483647,1,2147483647,[2],[FDD],"Band Number = 2, Uplink = 1850.0 - 1910.0 MHz, Downlink = 1850.0 - 1910.0 MHz ",Unavailable,Unavailable,0,1724354332360,20874.003169954,2024-08-22 15:18:52.360000,-97.2834878,33.021735,159.420812707498,481210203204007,TX,48121020320,52020511,481210203204007,1808779,48121,Denton County,593.5,1,28.887,27.428,229.0,20.0,126.0,12f,interior_plains,central_lowland,osage_plains,12.0,193.0433959960938,0.0
